# Interpolación Spline Cúbico Natural
# n = 20, dx = 0.1000000000, rango = [1.0000000000, 13.4000000000]
# x		S(x)
1.0000000000	1.3537131036
1.1000000000	1.4059409658
1.2000000000	1.4551983451
1.3000000000	1.5000000000
1.4000000000	1.5400548271
1.5000000000	1.5798482748
1.6000000000	1.6250599295
1.7000000000	1.6813693777
1.8000000000	1.7544562057
1.9000000000	1.8500000000
2.0000000000	1.9697832429
2.1000000000	2.1000000000
2.2000000000	2.2254433917
2.3000000000	2.3408911734
2.4000000000	2.4436172592
2.5000000000	2.5308955634
2.6000000000	2.6000000000
2.7000000000	2.6491395246
2.8000000000	2.6802632581
2.9000000000	2.6962553625
3.0000000000	2.7000000000
3.1000000000	2.6940268026
3.2000000000	2.6794472817
3.3000000000	2.6570184185
3.4000000000	2.6274971943
3.5000000000	2.5916405902
3.6000000000	2.5502055875
3.7000000000	2.5039491674
3.8000000000	2.4536283112
3.9000000000	2.4000000000
4.0000000000	2.3441512874
4.1000000000	2.2884895162
4.2000000000	2.2357521012
4.3000000000	2.1886764575
4.4000000000	2.1500000000
4.5000000000	2.1217767206
4.6000000000	2.1033269184
4.7000000000	2.0932874693
4.8000000000	2.0902952492
4.9000000000	2.0929871341
5.0000000000	2.1000000000
5.1000000000	2.1101128274
5.2000000000	2.1226730157
5.3000000000	2.1371700690
5.4000000000	2.1530934912
5.5000000000	2.1699327865
5.6000000000	2.1871774589
5.7000000000	2.2043170123
5.8000000000	2.2208409510
5.9000000000	2.2362387789
6.0000000000	2.2500000000
6.1000000000	2.2617288287
6.2000000000	2.2714883204
6.3000000000	2.2794562406
6.4000000000	2.2858103552
6.5000000000	2.2907284298
6.6000000000	2.2943882299
6.7000000000	2.2969675214
6.8000000000	2.2986440697
6.9000000000	2.2995956407
7.0000000000	2.3000000000
7.1000000000	2.2999718578
7.2000000000	2.2993737029
7.3000000000	2.2980049685
7.4000000000	2.2956650879
7.5000000000	2.2921534945
7.6000000000	2.2872696215
7.7000000000	2.2808129022
7.8000000000	2.2725827700
7.9000000000	2.2623786582
8.0000000000	2.2500000000
8.1000000000	2.2352989862
8.2000000000	2.2183388370
8.3000000000	2.1992355302
8.4000000000	2.1781050435
8.5000000000	2.1550633546
8.6000000000	2.1302264413
8.7000000000	2.1037102813
8.8000000000	2.0756308522
8.9000000000	2.0461041318
9.0000000000	2.0152460978
9.1000000000	1.9831727280
9.2000000000	1.9500000000
9.3000000000	1.9158113550
9.4000000000	1.8805600880
9.5000000000	1.8441669574
9.6000000000	1.8065527216
9.7000000000	1.7676381389
9.8000000000	1.7273439678
9.9000000000	1.6855909667
10.0000000000	1.6422998940
10.1000000000	1.5973915080
10.2000000000	1.5507865672
10.3000000000	1.5024058300
10.4000000000	1.4521700548
10.5000000000	1.4000000000
10.6000000000	1.3458095948
10.7000000000	1.2894854522
10.8000000000	1.2309073559
10.9000000000	1.1699550896
11.0000000000	1.1065084371
11.1000000000	1.0404471822
11.2000000000	0.9716511086
11.3000000000	0.9000000000
11.4000000000	0.8266064439
11.5000000000	0.7575142420
11.6000000000	0.7000000000
11.7000000000	0.6592894679
11.8000000000	0.6324049748
11.9000000000	0.6143179942
12.0000000000	0.6000000000
12.1000000000	0.5852944876
12.2000000000	0.5695330402
12.3000000000	0.5529192627
12.4000000000	0.5356567602
12.5000000000	0.5179491376
12.6000000000	0.5000000000
12.7000000000	0.4815463836
12.8000000000	0.4604590498
12.9000000000	0.4341421911
13.0000000000	0.4000000000
13.1000000000	0.3563750633
13.2000000000	0.3053635442
13.3000000000	0.2500000000
