# Interpolación de Hermite
# n = 3, dx = 0.0010000000, rango = [0.3000000000, 0.3550000000]
# x		P(x)
0.3000000000	0.0892582333
0.3010000000	0.1259604690
0.3020000000	0.1584708476
0.3030000000	0.1871680200
0.3040000000	0.2123834834
0.3050000000	0.2344097808
0.3060000000	0.2535077223
0.3070000000	0.2699126810
0.3080000000	0.2838400156
0.3090000000	0.2954896697
0.3100000000	0.3050500000
0.3110000000	0.3127008858
0.3120000000	0.3186161698
0.3130000000	0.3229654831
0.3140000000	0.3259155047
0.3150000000	0.3276307083
0.3160000000	0.3282736469
0.3170000000	0.3280048273
0.3180000000	0.3269822256
0.3190000000	0.3253604959
0.3200000000	0.3232899232
0.3210000000	0.3209151719
0.3220000000	0.3183738820
0.3230000000	0.3157951640
0.3240000000	0.3132980445
0.3250000000	0.3109899136
0.3260000000	0.3089650262
0.3270000000	0.3073031075
0.3280000000	0.3060681161
0.3290000000	0.3053072145
0.3300000000	0.3050500000
0.3310000000	0.3053080457
0.3320000000	0.3060748052
0.3330000000	0.3073259315
0.3340000000	0.3090200608
0.3350000000	0.3111001146
0.3360000000	0.3134951703
0.3370000000	0.3161229521
0.3380000000	0.3188929937
0.3390000000	0.3217105252
0.3400000000	0.3244811339
0.3410000000	0.3271162523
0.3420000000	0.3295395244
0.3430000000	0.3316941006
0.3440000000	0.3335509149
0.3450000000	0.3351179936
0.3460000000	0.3364508495
0.3470000000	0.3376640105
0.3480000000	0.3389437360
0.3490000000	0.3405619729
0.3500000000	0.3428916000
0.3510000000	0.3464230165
0.3520000000	0.3517821220
0.3530000000	0.3597497426
0.3540000000	0.3712825530
