# Metodo: Método de Heun/Houden
# Intervalo: a = 0.000000000000000, b = 4.000000000000000
# N = 50
x,y
0.000000000000000,1.000000000000000
0.080000000000000,1.083200000000000
0.160000000000000,1.173322240000000
0.240000000000000,1.270942650368000
0.320000000000000,1.376685078878618
0.400000000000000,1.491225277441319
0.480000000000000,1.615295220524436
0.560000000000000,1.749687782872069
0.640000000000000,1.895261806407026
0.720000000000000,2.052947588700090
0.800000000000000,2.223752828079938
0.880000000000000,2.408769063376188
0.960000000000000,2.609178649449087
1.040000000000000,2.826262313083251
1.120000000000000,3.061407337531778
1.200000000000000,3.316116428014422
1.280000000000000,3.592017314825222
1.360000000000000,3.890873155418680
1.440000000000000,4.214593801949514
1.520000000000000,4.565248006271714
1.600000000000000,4.945076640393520
1.680000000000000,5.356507016874261
1.760000000000000,5.802168400678200
1.840000000000000,6.284908811614626
1.920000000000000,6.807813224740963
2.000000000000000,7.374223285039411
2.080000000000000,7.987758662354690
2.160000000000000,8.652340183062600
2.240000000000000,9.372214886293409
2.320000000000000,10.151983164833020
2.400000000000000,10.996628164147128
2.480000000000000,11.911547627404169
2.560000000000000,12.902588390004195
2.640000000000000,13.976083744052545
2.720000000000000,15.138893911557716
2.800000000000000,16.398449884999318
2.880000000000000,17.762800915431261
2.960000000000000,19.240665951595142
3.040000000000000,20.841489358767858
3.120000000000000,22.575501273417344
3.200000000000000,24.453782979365667
3.280000000000000,26.488337723248891
3.360000000000000,28.692167421823198
3.440000000000000,31.079355751318888
3.520000000000000,33.665158149828620
3.600000000000000,36.466099307894361
3.680000000000000,39.500078770311172
3.760000000000000,42.786485324001062
3.840000000000000,46.346320902957950
3.920000000000000,50.202334802084051
