# Metodo: Método de Runge-Kutta 4
# Intervalo: a = 0.000000000000000, b = 2.200000000000000
# N = 11
x,y
0.000000000000000,0.000000000000000
0.200000000000000,0.200199717736358
0.400000000000000,0.403170921994682
0.600000000000000,0.615733200126173
0.800000000000000,0.847995635657645
1.000000000000000,1.111445816918736
1.200000000000000,1.417209966923331
1.400000000000000,1.775165644420110
1.600000000000000,2.193798120901977
1.800000000000000,2.680394988633739
2.000000000000000,3.241307411849310
